sentence_id,at,content,sentiment,category
review_20735_1,2025-05-28 05:58:01,saya sudah lama banget pake aplikasi gojek ini dan sangat senang dan puas saya suka aplikasi nya Gojek the best,positive,app
review_20736_1,2025-05-28 05:46:39,mkay,positive,none
review_20737_1,2025-05-28 05:29:49,aplikasi jelek,negative,app
review_20738_1,2025-05-28 05:22:07,pilihan gofud jd cmn dikit,negative,app
review_20739_1,2025-05-28 05:21:26,sangat puas dengan layanan GOjek,positive,none
review_20740_1,2025-05-28 05:20:23,"Kenapa GoPay Pinjam Saya Kol gk bisa Tarik Dana,",negative,app
review_20740_2,2025-05-28 05:20:23,Padahal Angsuran Pembayaran Saya Gk pernah telat / Gk pernah Sampai Jatuh Tempo...,negative,app
review_20741_1,2025-05-28 05:17:58,alamatnya selalu salah,negative,app
review_20741_2,2025-05-28 05:17:58,padahal udah di set bener,neutral,none
review_20741_3,2025-05-28 05:17:58,"tapi selalu nyasar, bahasa drivernya merendahkan konsumen",negative,service
review_20741_4,2025-05-28 05:17:58,padahal yg salah kalian,negative,none
review_20741_5,2025-05-28 05:17:58,karna maps nya error.,negative,app
review_20742_1,2025-05-28 05:15:23,mantap,positive,none
review_20743_1,2025-05-28 05:09:42,aplikasi pemeras keringat drever...,negative,app
review_20744_1,2025-05-28 05:07:12,good,positive,none
review_20745_1,2025-05-28 05:07:03,mantap,positive,none
review_20746_1,2025-05-28 05:00:53,bagus,positive,none
review_20747_1,2025-05-28 04:51:50,the best lahh,positive,none
review_20748_1,2025-05-28 04:46:15,good,positive,none
review_20749_1,2025-05-28 04:44:12,saya dirugikan 71.000 dari aplikasi ini.,negative,app
review_20749_2,2025-05-28 04:44:12,dan tidak ada solusi .,negative,none
review_20749_3,2025-05-28 04:44:12,maka saya uninstall apk ini,negative,app
review_20750_1,2025-05-28 04:43:59,sangat membantu,positive,none
review_20751_1,2025-05-28 04:43:03,Sekarang klo top up gopay lambat banget masuknya,negative,app
review_20752_1,2025-05-28 04:35:21,sangat baik,positive,none
review_20753_1,2025-05-28 04:31:15,driver nya cansel terus udah buru buru udah deket di cansel juga,negative,service
review_20754_1,2025-05-28 04:21:49,baik,positive,none
review_20755_1,2025-05-28 04:16:21,bagus sekali,positive,none
review_20756_1,2025-05-28 04:10:10,sangat tepat waktu,positive,none
review_20757_1,2025-05-28 04:08:41,good,positive,none
review_20758_1,2025-05-28 04:00:10,asyik,positive,none
review_20759_1,2025-05-28 03:52:23,kalo bisa,neutral,none
review_20759_2,2025-05-28 03:52:23,kalo cari driver jngan jauh2 dong masak tiap order dpat nya slalu jauh mulu,negative,service
review_20760_1,2025-05-28 03:31:35,ok,positive,none
review_20761_1,2025-05-28 03:17:45,Mantaaap Transporter,positive,none
review_20762_1,2025-05-28 03:10:52,ontime,positive,none
review_20763_1,2025-05-28 03:04:26,SUPER ISTIMEWA,positive,none
review_20764_1,2025-05-28 03:01:35,ok,positive,none
review_20765_1,2025-05-28 02:59:34,apk paling diandalkan,positive,app
review_20766_1,2025-05-28 02:33:48,good,positive,none
review_20767_1,2025-05-28 02:23:10,sering top up gak masuk terus jadi males pakek apk gojek sekrng,negative,app
review_20768_1,2025-05-28 02:22:42,bagus dlm pelayanan,positive,service
review_20769_1,2025-05-28 01:57:38,Ga ada minat nabung pake gopay,neutral,none
review_20769_2,2025-05-28 01:57:38,tapi pas top up dan lagi urgent2 nya saldo gopay dipindahkan ke Tabungan.,negative,app
review_20769_3,2025-05-28 01:57:38,Mana ga muncul lagi,negative,none
review_20769_4,2025-05-28 01:57:38,tapi ada di riwayat transaksi dan gabisa dipake Kocak,negative,app
review_20770_1,2025-05-28 01:54:03,amanah & terpercaya drivernya,positive,service
review_20771_1,2025-05-28 01:29:00,"baik, sopan,tepat waktu",positive,none
review_20772_1,2025-05-28 01:27:09,mantap jiwa,positive,none
review_20773_1,2025-05-28 01:11:23,tolol nih applikasi.,negative,app
review_20773_2,2025-05-28 01:11:23,pagi pagi udh gangguan aja.,negative,app
review_20773_3,2025-05-28 01:11:23,top up gopay di notif sudah berhasil malah di applikasi ga masuk2.,negative,app
review_20773_4,2025-05-28 01:11:23,gausak sok sokan ngadain promo!!!,negative,none
review_20773_5,2025-05-28 01:11:23,benerin tuh sistem applikasi nya,negative,app
review_20774_1,2025-05-28 01:09:23,"sikap driver selalu baik, ramah dan sopan",positive,service
review_20775_1,2025-05-28 01:05:09,cukup,positive,none
review_20776_1,2025-05-28 00:56:47,aplikasinya aneh.,negative,app
review_20776_2,2025-05-28 00:56:47,titik jemput dan titik tujuannya tertukar.,negative,app
review_20776_3,2025-05-28 00:56:47,padahal saya buru buru.,negative,none
review_20776_4,2025-05-28 00:56:47,malah ditukar.,negative,none
review_20776_5,2025-05-28 00:56:47,kasian drivernya yang udah sampe di titik tujuan.,negative,service
review_20776_6,2025-05-28 00:56:47,kirain itu titik jemput.,neutral,none
review_20776_7,2025-05-28 00:56:47,tolong diperbaiki,negative,app
review_20777_1,2025-05-28 00:41:15,pelayanan ok,positive,service
review_20778_1,2025-05-28 00:40:20,ini saya mau komplen ke pihak gojek ke mana ya mohon bantuannya dari kemarin jam 1 siang sampai sekarang pik up makanan gk ad kejelasan chat cs gojek pun sama aja tidak membantu,negative,service
review_20779_1,2025-05-28 00:18:13,mantul,positive,none
review_20780_1,2025-05-27 23:43:48,sekarang setiap top up gk pernah langsung masuk padhl notif dah ada dananya proses melulu,negative,app
review_20780_2,2025-05-27 23:43:48,"padahal kita keburu urgent mau pake buat goride akhir nya bayr tunai,,dana masuk selang sehari dan itu beberpa kali gojek seperti itu temen2 juga ternyata sama masalahnya....",negative,service
review_20780_3,2025-05-27 23:43:48,huu jelek,negative,none
review_20781_1,2025-05-27 23:37:47,bagus banget,positive,none
review_20782_1,2025-05-27 23:30:24,mantap,positive,none
review_20783_1,2025-05-27 23:28:42,udh lama pk gojek,neutral,none
review_20783_2,2025-05-27 23:28:42,"tp bru kli ni mrasa kecewa, sy mau batalin pesanan ternyata aplikasinya ga bsa dbatalkn driver jd ngamuk2 ddepan rmh sy mana gada attitudenya pntu rmh sy dia buka sndri.",negative,app and service
review_20783_3,2025-05-27 23:28:42,pdhl sy pke gopay & sy sdh ikhlaskan ongkirnya itu gpp bwt driver aja,neutral,app
review_20783_4,2025-05-27 23:28:42,"krn ga bsa dbatalkn,",negative,none
review_20783_5,2025-05-27 23:28:42,tp driver malah marah2 smpe intimidasi sy di chat dan ngancam klo sy ksh dia bintang 1 atau ngaduin dia ke gojek dia mau bawa smua driver ke rmh sy.,negative,service
review_20783_6,2025-05-27 23:28:42,"tp sy ga ngasih dia bintang apapun,sy milih mau hapus aplikasi aja.",negative,app
review_20784_1,2025-05-27 23:12:22,"giliran di pakai penting malah delay, lambat saldo gopay tidak masuk",negative,app
review_20784_2,2025-05-27 23:12:22,"padahal sudah muncul di riwayat, kecewa",negative,none
review_20785_1,2025-05-27 23:10:53,hbskan kouta aja g bsa download aplikasinya..,negative,app
review_20785_2,2025-05-27 23:10:53,perkecil ukuran aplikasi,neutral,app
review_20785_3,2025-05-27 23:10:53,agar tidak sering update terus,negative,app
review_20786_1,2025-05-27 23:00:49,Membantu perjalanan saya ketempat tujuan.,positive,none
review_20787_1,2025-05-27 22:57:24,good,positive,none
review_20788_1,2025-05-27 22:53:21,ada kesalahan gagal bayar,negative,app
review_20788_2,2025-05-27 22:53:21,tapi limit terpotong dalam waktu kurang dari 24 jam dana sudah kembali limit nya semula trims,neutral,app
review_20789_1,2025-05-27 22:42:55,sering gangguan,negative,app
review_20789_2,2025-05-27 22:42:55,kalo top up gak masuk dana nya,negative,app
review_20790_1,2025-05-27 22:41:15,tolong lah masa top up berhasil bukti tf nya berhasil dari bank,negative,app
review_20790_2,2025-05-27 22:41:15,tp saldo ga masuk pas buat laporan malah suruh tunggu 2 hari kecewalah sama gopay,negative,app
review_20791_1,2025-05-27 22:40:07,good Ettitud,positive,none
review_20792_1,2025-05-27 22:20:21,oke gojek dh,positive,none
review_20793_1,2025-05-27 22:18:44,gak sengaja bikin orderan gak bisa di cancel,negative,app
review_20794_1,2025-05-27 22:10:29,driver nya sangat ramah,positive,service
review_20795_1,2025-05-27 21:40:46,saya gabisa login dari kemarin,negative,app
review_20795_2,2025-05-27 21:40:46,"padahal udah ganti nomer, setiap mau login muncul terjadi kendala teknis",negative,app
review_20796_1,2025-05-27 20:45:13,ok,positive,none
review_20797_1,2025-05-27 19:55:42,Memuaskan,positive,none
review_20798_1,2025-05-27 19:35:23,Aplikasinya Bagus,positive,app
review_20798_2,2025-05-27 19:35:23,tetapi Drivernya suka Membatalkan pesanan secara sepihak tanpa konfirmasi.,negative,service
review_20798_3,2025-05-27 19:35:23,Terutama Driver atas nama Muhammad Badri F 4509 FIW,neutral,service
review_20799_1,2025-05-27 19:01:27,"aplikasi bodoh, main bekuin perangkat orang, malah disuru beli hape lg kan lucu",negative,app
review_20800_1,2025-05-27 18:49:15,gak bisa log,negative,app
review_20801_1,2025-05-27 18:28:57,status gomart tidak ada perubahan sampai ditunggu 1 jam lebih,negative,app
review_20802_1,2025-05-27 18:03:38,mau nanya aja min yg harus bayar parkir gojek itu customer apa gojek sendiri??,neutral,service
review_20802_2,2025-05-27 18:03:38,ini saya kok di suruh bayarin parkirnya,negative,service
review_20803_1,2025-05-27 17:42:17,aplikasinya bagus sihhh ya lumayan banyak promo,positive,app
review_20803_2,2025-05-27 17:42:17,"walaupun biaya layanan besar yang buruk cuma penanganan masalah aja, masa bayar paylater dari tgl 22 sampai sekarang tgl 27 masih dalam proses, udah buat laporan 10x jawabannya sama nunggu 2hari kerja ini udah 5hari kerja woiii,",negative,app
review_20803_3,2025-05-27 17:42:17,kalo gabisa RETURN RETURN!!!,negative,none
review_20803_4,2025-05-27 17:42:17,biar tak bayar ulang!,neutral,none
review_20803_5,2025-05-27 17:42:17,masa aku harus bayar 2x!,negative,none
review_20803_6,2025-05-27 17:42:17,"mna gada cs yg bs diajak ngobrol, dahlah mending pakai GRAB lebih laguss gak ya GOJEK, GOJEK lemot",negative,app and service
review_20804_1,2025-05-27 17:33:29,sangat membantu dlm transportasi dan pesan antar makanan.,positive,none
review_20805_1,2025-05-27 17:06:20,hari ini ada yang meninggal driver gojek gara gara akunya gak dapat orderan.,negative,service
review_20805_2,2025-05-27 17:06:20,izin tiduran pas dapat orderan gak bangun bangun..,neutral,none
review_20805_3,2025-05-27 17:06:20,kasian sungguh miris aplikator nyiksa driver ya,negative,service
review_20806_1,2025-05-27 16:33:01,"masih mending pke grab atau maxim, udah mahal pelayanan ga bikin nyaman customer",negative,service
review_20807_1,2025-05-27 16:30:43,sangat puas sekali,positive,none
review_20808_1,2025-05-27 16:28:56,ok banget,positive,none
review_20809_1,2025-05-27 16:11:03,lumayan murah,positive,none
review_20810_1,2025-05-27 15:57:22,gerak cepat dan lincah,positive,none
review_20811_1,2025-05-27 15:51:02,sangat puas pelayanan nya,positive,none
review_20812_1,2025-05-27 15:20:46,mana gopayter gak aktif ..,negative,app
review_20812_2,2025-05-27 15:20:46,bulan..,neutral,none
review_20812_3,2025-05-27 15:20:46,gimana ni percuma dong donwllod gojek bikin sampah hp gua,negative,app
review_20813_1,2025-05-27 15:13:13,bgus,positive,none
review_20814_1,2025-05-27 15:00:53,Alhamdulillah...,positive,none
review_20814_2,2025-05-27 15:00:53,sangat membantu,positive,none
review_20815_1,2025-05-27 14:20:25,tambahin fitur cancel lah di gofood,negative,app
review_20816_1,2025-05-27 14:09:42,gojek banyak diskon mantulllll,positive,none
review_20817_1,2025-05-27 14:08:13,"mohon untuk aplikator, sistem nya bisa di rubah gak?",neutral,app
review_20817_2,2025-05-27 14:08:13,untuk akun gojek customer,neutral,none
review_20817_3,2025-05-27 14:08:13,"agar biodata profil itu di bagian namanya harus sama seperti sesuai KTP, ini",neutral,app
review_20817_4,2025-05-27 14:08:13,"karena marak nya terjadi orderan fiktif,",negative,service
review_20817_5,2025-05-27 14:08:13,"jika memang bisa di upayakan dgn nama yang sesuai KTP, setidaknya itu bisa mencegah terjadinya orderan2 fiktif,",neutral,app
review_20817_6,2025-05-27 14:08:13,"karena sekarang sudah sangat banyak terjadi fiktif,",negative,app
review_20817_7,2025-05-27 14:08:13,agar driver2 kalian juga merasa nyaman dgn kebijakan baru kalian,neutral,service
review_20817_8,2025-05-27 14:08:13,jika bisa merubah sistem tsb.,neutral,none
review_20818_1,2025-05-27 13:53:04,pas bngt buat LG butuh,positive,none
review_20819_1,2025-05-27 13:50:36,ok,positive,none
review_20820_1,2025-05-27 13:45:37,perbaiki ketika driver lagi jalan,negative,service
review_20820_2,2025-05-27 13:45:37,"tapi di map malah diam, pas udh deket malah tiba² udah nyampe, pindah tempat yg dari awalnya diem ditempat tiba² udh nyampe depan rumah.",negative,app
review_20821_1,2025-05-27 13:44:56,lambat aplikasinya,negative,app
review_20822_1,2025-05-27 13:43:57,mantap,positive,none
review_20823_1,2025-05-27 13:42:01,lumayan,positive,none
review_20824_1,2025-05-27 13:37:01,baik,positive,none
review_20825_1,2025-05-27 13:33:56,good pokonya 👍,positive,none
review_20826_1,2025-05-27 13:33:53,baru kali ini pengen ngasi ulasan ke aplikasi..,neutral,app
review_20826_2,2025-05-27 13:33:53,bener2 attitude driver nya tidak patut di kasi bintang.,negative,service
review_20826_3,2025-05-27 13:33:53,saya sangat kecewa dan kesal,negative,none
review_20827_1,2025-05-27 13:31:41,"gojek sangat nyaman, drivernya ramah asyik deh",positive,service
review_20828_1,2025-05-27 13:26:46,nice,positive,none
review_20829_1,2025-05-27 13:18:40,Kecewa sekali.,negative,none
review_20829_2,2025-05-27 13:18:40,"GoPay Later saya diblokir dan dikatakan melakukan aktivitas tidak wajar,",negative,app
review_20829_3,2025-05-27 13:18:40,padahal saya tidak melakukan hal yang melanggar dalam transaksi.,negative,none
review_20829_4,2025-05-27 13:18:40,Padahal saya sendiri juga selalu tepat waktu dalam membayarkan pinjaman.,neutral,none
review_20829_5,2025-05-27 13:18:40,Mohon pihak GoTo meninjau kembali dan jangan asal memblokir.,negative,service
review_20829_6,2025-05-27 13:18:40,Terimakasih.,positive,none
review_20830_1,2025-05-27 13:14:06,mantappp,positive,none
review_20831_1,2025-05-27 13:07:57,oke bed,positive,none
review_20832_1,2025-05-27 13:01:20,baik,positive,none
review_20833_1,2025-05-27 12:50:05,"setiap detik iklan, menggangu banget deh pokoknya tolong ya kalau mau giniin iklan jangan sampai setiap detik, saya sampai hapus berulang kali, untung aja ini aplikasi berguna jadi sya masih instal dan masih bermunculan iklan setiap detik",negative,app
review_20834_1,2025-05-27 12:48:37,guud,positive,none
review_20835_1,2025-05-27 12:36:54,ok mantap,positive,none
review_20836_1,2025-05-27 12:33:46,tidak ada tempat membatalkan pesanan,negative,app
review_20837_1,2025-05-27 12:22:01,mantap,positive,none
review_20838_1,2025-05-27 12:21:57,baik,positive,none
review_20839_1,2025-05-27 12:14:47,sangat buruk,negative,none
review_20840_1,2025-05-27 12:11:39,"sangat membantu,",positive,none
review_20841_1,2025-05-27 12:07:33,go transit boleh tambahkan transjakarta,neutral,app
review_20842_1,2025-05-27 12:05:08,good,positive,none
review_20843_1,2025-05-27 11:56:47,bagus banget driver nya baik baik,positive,none
review_20844_1,2025-05-27 11:43:03,"sehabis restart pabrik vermuk selalu gagal, udh ngadu ke cs yang balas BOT gada solusi..",negative,app
review_20844_2,2025-05-27 11:43:03,mengecewakan,negative,none
review_20845_1,2025-05-27 11:40:54,Mantap,positive,none
review_20846_1,2025-05-27 11:26:23,"benar"" keterlaluan...",negative,none
review_20846_2,2025-05-27 11:26:23,semakin lama semakin menyebalkan aplikasi ini,negative,app
review_20847_1,2025-05-27 11:25:56,"terimaksih, mantap jangan jual ke gr*b",positive,none
review_20848_1,2025-05-27 11:20:15,bagus pelayanan nya,positive,service
review_20849_1,2025-05-27 11:19:55,Aplikasinya membantu,positive,app
review_20850_1,2025-05-27 11:17:44,mantap mie ayam ya.,positive,none
review_20850_2,2025-05-27 11:17:44,murah bukan berarti murahan soal rasa ya...,neutral,none
review_20850_3,2025-05-27 11:17:44,pertahankan om.,positive,none
review_20851_1,2025-05-27 11:14:52,selalu murah 🤭,positive,none
review_20852_1,2025-05-27 11:06:17,aku sudah 3th pakai gojek,neutral,none
review_20852_2,2025-05-27 11:06:17,"karena drivernya ramah dan sopan, mengendarainya bikin nyaman, antar ataupun jemput sesuai titik pilihan aku jadi gk enak dan gampang buat jalannya",positive,service
review_20853_1,2025-05-27 10:58:23,"baguss, murah² juga harganya",positive,none
review_20854_1,2025-05-27 10:57:03,menyenangkan,positive,none
review_20855_1,2025-05-27 10:47:32,mantap sesuai dgn tujuan,positive,none
review_20856_1,2025-05-27 10:44:01,"Serius admin, jangan pernah mau merger ama grab.",negative,none
review_20856_2,2025-05-27 10:44:01,Percaya ama gua,neutral,none
review_20857_1,2025-05-27 10:29:57,my favorite app,positive,app
review_20858_1,2025-05-27 10:28:15,"knpa setiap mau pesan slalu muncul kya gni ""beberapa layanan ditutup sementara"" udh hampir 1 Minggu",negative,app
review_20858_2,2025-05-27 10:28:15,padahal GoRide maupun GoCar sma ajh,neutral,service
review_20859_1,2025-05-27 10:17:36,pertama pake go send sudah kecewa..,negative,service
review_20859_2,2025-05-27 10:17:36,SG udh byr di depan.,neutral,none
review_20859_3,2025-05-27 10:17:36,barang Sampe di byr lagi .,negative,none
review_20859_4,2025-05-27 10:17:36,driver tidak jujur,negative,service
review_20860_1,2025-05-27 10:15:54,mantap 👍👍👍,positive,none
review_20861_1,2025-05-27 10:14:15,nggak guna gofood nya udah tiga kali saya pesan di telat Mulu lain kali di perbaiki dong udah 3 jam saya nungguin sampai ganti 3 Resto ini yang di bilang cepat ini baik nggak usah ada gofood,negative,service
review_20862_1,2025-05-27 10:09:22,Verifikasi Wajah Tidak ada fitur On / Off lagi !,negative,app
review_20862_2,2025-05-27 10:09:22,Ribet Fake !,negative,none
review_20863_1,2025-05-27 09:29:09,BEST SERVIS DUPIR GOJEK DAN APLIKASI NYA,negative,app and service
review_20864_1,2025-05-27 09:22:45,promo nya di tambahi 5 star,positive,app
review_20865_1,2025-05-27 09:18:35,"gopay ku baru topup 45.000 dan saldo awalku 29.000,",neutral,app
review_20865_2,2025-05-27 09:18:35,tapi saldo baru ku yg nilainya 45.000 hilang yah?,negative,app
review_20865_3,2025-05-27 09:18:35,"tolong lah itu saldo dari hasil jual kuota dan data, baru juga balik modal aku",negative,none
review_20866_1,2025-05-27 09:17:40,Oke jangan mengecewakan lagi,positive,none
review_20867_1,2025-05-27 09:14:05,"isi gopay, sudah bayar admin via pengisi, dipotong juga dari via gojek😡 sangat mengecewakan",negative,app and service
review_20868_1,2025-05-27 09:13:34,memuaskan is the best 👍🏻♥️,positive,none
review_20869_1,2025-05-27 09:10:11,knapa saldo saya blom masuk,negative,none
review_20869_2,2025-05-27 09:10:11,padahal transakti top up berhasil,neutral,app
review_20870_1,2025-05-27 08:53:34,sekrng jlk ngk kayakdulu pesn driver,negative,service
review_20870_2,2025-05-27 08:53:34,tapi saya ngk naik tetap kepotong,negative,app
review_20871_1,2025-05-27 08:47:31,sistem ancur.,negative,app
review_20871_2,2025-05-27 08:47:31,"pesen yg bukan ekonomi, drivernya malah dpt double order.",negative,service
review_20871_3,2025-05-27 08:47:31,"live location ga kebaca, alamat salah terus.",negative,app
review_20871_4,2025-05-27 08:47:31,isi gopay jg ga masuk.,negative,app
review_20872_1,2025-05-27 08:38:10,service ok lah,positive,service
review_20873_1,2025-05-27 08:30:58,"saya sudah lama menggunakan gojek, awalnya lancar aja.",neutral,app
review_20873_2,2025-05-27 08:30:58,Pesanan selalu datang tepat waktu.,positive,none
review_20873_3,2025-05-27 08:30:58,"Tapi hari ini hampir satu jam makanannya baru sampai,",negative,service
review_20873_4,2025-05-27 08:30:58,padahal biasanya 5 menit sudah sampai.,negative,service
review_20873_5,2025-05-27 08:30:58,Alasannya rantai motor putus.,neutral,none
review_20873_6,2025-05-27 08:30:58,"Pertanyaan saya, apakah tidak ada aturan khusus dari perusahaan,",neutral,none
review_20873_7,2025-05-27 08:30:58,"agar yang bekerja pakai apk gojek tidak ambil orderan,",negative,app
review_20873_8,2025-05-27 08:30:58,jika memang ada kendala ?!,neutral,none
review_20873_9,2025-05-27 08:30:58,Ini demi kenyamanan semua pihak pengguna.,neutral,none
review_20873_10,2025-05-27 08:30:58,Thanks 🙏,positive,none
review_20874_1,2025-05-27 08:22:42,Mantap gk perlu repot² lagi nyari angkot atau,positive,none
review_20874_2,2025-05-27 08:22:42,kalo mau pesan makanan tinggal tunggu depan rumah,neutral,none
review_20875_1,2025-05-27 08:17:52,Bagus,positive,none
review_20876_1,2025-05-27 08:16:46,aplikasi aneh top up gk masuk masuk notif doang masuk,negative,app
review_20877_1,2025-05-27 08:14:48,ribet tau GK sih mau upgrade ada sebulan lebih d tolak terus ..,negative,app
review_20877_2,2025-05-27 08:14:48,udah di bantuin jugaasih belum bisa upgrade gopayplus cs GK bisa d telpon malah bnyak kasus penipuan sampai gopayku hilang 50rb,negative,app
review_20878_1,2025-05-27 08:13:34,"saya udah sering pake aplikasi ini buat pesen gofood,",neutral,app
review_20878_2,2025-05-27 08:13:34,tp kenapa sekarang aplikasi nya bermasalah.,negative,app
review_20878_3,2025-05-27 08:13:34,"saya udh top up GO-PAY di riwayat GO-PAY memang masuk pemberitahuan nya,",neutral,app
review_20878_4,2025-05-27 08:13:34,"tapi di GO-PAY nya nominal tidak berubah sama sekali,",negative,app
review_20878_5,2025-05-27 08:13:34,padahal saya sudah too up.,neutral,none
review_20878_6,2025-05-27 08:13:34,"saya sudah melaporkan ke bantuan yang di GO-PAY,",neutral,app
review_20878_7,2025-05-27 08:13:34,tapi ketika di cek ke halaman update laporan saya kosong.,negative,app
review_20878_8,2025-05-27 08:13:34,akhirnya saya lapor lagi dan masih ga ada juga.,negative,none
review_20878_9,2025-05-27 08:13:34,"tolong yaa segera masukin dana saya ke GO-PAY, Terimakasih",neutral,app
review_20879_1,2025-05-27 08:11:13,nyaman,positive,none
review_20880_1,2025-05-27 08:06:07,SANGAT SULIT,negative,none
review_20880_2,2025-05-27 08:06:07,JIKA INGIN MELAKUKAN KOMPLEN TERHADAP KETIDAK AKURATAN APLIKASI,negative,app
review_20881_1,2025-05-27 08:04:53,saya isi saldo 30.000 laporan nya ada saldonya gak masuk,negative,app
review_20882_1,2025-05-27 08:01:30,josss bisa diandalkan aplikasi nya,positive,app
review_20883_1,2025-05-27 07:56:01,isi saldo udah ada riwayat nya,neutral,none
review_20883_2,2025-05-27 07:56:01,tapi saldo ga nambah !!!!!!!!!!!!!!!!!!!!,negative,app
review_20884_1,2025-05-27 07:55:41,"tolong dong, ini ngisi saldo udah berhasil di transfer.",neutral,none
review_20884_2,2025-05-27 07:55:41,udah ada notifikasi nya.,neutral,none
review_20884_3,2025-05-27 07:55:41,tapi di aplikasi ga nambah sama sekali.,negative,app
review_20884_4,2025-05-27 07:55:41,solusinya dong,neutral,none
review_20885_1,2025-05-27 07:54:25,"ngasih order untuk driver gak adil curang ,giliran ujan akun yg jarang dpt baru dikasih aplikasi jelek",negative,service
review_20886_1,2025-05-27 07:53:36,ini gojek kenapa y?,negative,service
review_20886_2,2025-05-27 07:53:36,saya topup 50rb,neutral,none
review_20886_3,2025-05-27 07:53:36,tp kenapa g masuk.,neutral,none
review_20886_4,2025-05-27 07:53:36,padahal notif d gojek ny uda ada saldo masuk 50.000,neutral,app
review_20886_5,2025-05-27 07:53:36,tapi angka saldo nya tetap ga berubah.,negative,app
review_20886_6,2025-05-27 07:53:36,masih sama kayak sebelum topup.,neutral,none
review_20886_7,2025-05-27 07:53:36,ini uangnya nyangkut di mana ya??,negative,none
review_20887_1,2025-05-27 07:52:37,sudah top up gopay & berhasil,positive,none
review_20887_2,2025-05-27 07:52:37,tapi saldo tidak ter update & tidak bisa dipakai !!!,negative,app
review_20887_3,2025-05-27 07:52:37,mau bangkrut yaa gojek?!,negative,service
review_20887_4,2025-05-27 07:52:37,kok jadi jelek ?!,negative,none
review_20888_1,2025-05-27 07:52:27,"dear gojek, tolong dong saya sudah TF",neutral,none
review_20888_2,2025-05-27 07:52:27,"TAPI HANYA NOTIP DOANG YG MASUK, SALDO NYA KAGAKKK BERUBAH TOLONG DONG DITINDAK LANJUTTTT, ITU DUIT BUKAN DAUN MAKASIH 🙏",negative,app
review_20889_1,2025-05-27 07:52:09,baik,positive,none
review_20890_1,2025-05-27 07:51:10,"brengsek, ngisi saldo gk masuk2, udh tau urgent, dikolom bantuan bilangnya topup masuk saldo bisa sampe 2 hari di hari kerja,, hellooo gimn klo yg urgent disuruh nunggu 2 hari??",negative,app
review_20891_1,2025-05-27 07:48:47,woiii kok top up saldo GO-PAY nya tidak masuk masuk?!,negative,app
review_20892_1,2025-05-27 07:48:38,Saya transfer saldo dana ke gopay kok belum masuk.,negative,app
review_20892_2,2025-05-27 07:48:38,padahal laporan transaksi berhasil.,neutral,none
review_20892_3,2025-05-27 07:48:38,lemot banget ini gimana,negative,app
review_20893_1,2025-05-27 07:46:51,aplkasi sering lolot,negative,app
review_20894_1,2025-05-27 07:45:33,truly satisfied,positive,none
review_20895_1,2025-05-27 07:45:20,kenapa saya top up gopay kadang masuk kadang enggak?,negative,app
review_20895_2,2025-05-27 07:45:20,"sudah saya update, saya log out tetep saja.",negative,app
review_20895_3,2025-05-27 07:45:20,bagaimana ini?,neutral,none
review_20896_1,2025-05-27 07:42:41,"bagusss ,",positive,none
review_20897_1,2025-05-27 07:42:20,sangat baik semoga banyak dapat penumpang 😇🙏,positive,none
review_20898_1,2025-05-27 07:39:58,ih kesel lagi akhir bulan saldo pas pasan isi gopay buat naik goride malah belum masuk diriwayat transaksi nya mah udah masuk kok,negative,app
review_20898_2,2025-05-27 07:39:58,tp saldo ga bertambah kesel banget aplikasi sekelas gojek aja bisa se ga buat nyaman pengguna nya,negative,app
review_20899_1,2025-05-27 07:39:51,udah langganan jadi ga pernah kecewa,positive,none
review_20900_1,2025-05-27 07:37:28,kok saya top up ga masuk masuk,negative,app
review_20901_1,2025-05-27 07:35:01,"aplikasi eror,udh capek"" top up 40rb eh bukannnya berkurang mines nya malah tetap di bikinn aplikasi nya ,",negative,app
review_20902_1,2025-05-27 07:31:42,Alhamdulillah,positive,none
review_20903_1,2025-05-27 07:29:05,"isi saldo, dana terpotong, riwayat di gojek masuk.",negative,app
review_20903_2,2025-05-27 07:29:05,tapi saldo tidak terakumulasi dan disuruh menunggu 2 hari.,negative,app
review_20903_3,2025-05-27 07:29:05,sangat payah,negative,none
review_20904_1,2025-05-27 07:27:28,good applicator,positive,none
review_20905_1,2025-05-27 07:26:51,gabisa digunakan,negative,app
review_20906_1,2025-05-27 07:26:26,mantap,positive,none
review_20907_1,2025-05-27 07:25:01,"top up gak masuk,",negative,app
review_20907_2,2025-05-27 07:25:01,tapi saldo di potong...,negative,app
review_20907_3,2025-05-27 07:25:01,klo error system setidak nya ga perlu motong saldo,negative,app
review_20908_1,2025-05-27 07:20:40,bermanfaat,positive,none
review_20909_1,2025-05-27 07:16:28,Excellent,positive,none
review_20910_1,2025-05-27 07:15:48,makin lama makin apk sampah ini..,negative,app
review_20910_2,2025-05-27 07:15:48,isi saldo ada pemberitahuan masuk.,neutral,none
review_20910_3,2025-05-27 07:15:48,tapi saldonya ga masuk.,negative,app
review_20910_4,2025-05-27 07:15:48,menjijikkan.!!,negative,none
review_20911_1,2025-05-27 07:09:21,membantu sekali,positive,none
review_20912_1,2025-05-27 07:05:30,bantu dong topup gopay sudah masuk,neutral,none
review_20912_2,2025-05-27 07:05:30,"tapi saldo ga berubah, kenapa aneh bgt",negative,app
